date,order_id,sale_id,order_or_return,product_type,product_title,product_variant,quantity_ordered,billing_country,billing_region,billing_city,location,new_or_returning,gross_sales,discounts,returns,net_sales,shipping_charges,taxes,total_sales
2021-09-17,4050904613040,12991450939568,order,,"Medical Snuggie",M1,1,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,31.99,0,0,31.99,0,1.6,33.59
2021-09-17,4051016089776,12991786221744,order,,,,0,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,0,0,0,0,0,0,0
2021-09-17,4051016089776,12991786123440,order,,"Medical Snuggie",XL,2,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,90.38,0,0,90.38,0,4.52,94.9
2021-09-17,4050904613040,12991450972336,order,,,,0,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,0,0,0,0,5.99,0.3,6.29
2021-09-17,4051016089776,12991786188976,order,,"Medical Snuggie",M1,5,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,159.95,0,0,159.95,0,8,167.95
2021-09-17,4051817103536,12994180153520,order,,,,0,Canada,"British Columbia",Nanaimo,"Nanaimo, British Columbia, Canada",New,0,0,0,0,0,0,0
2021-09-17,4051817103536,12994180120752,order,Clothing,"DOGORA Clinic Starter Kit","Starter Kit",1,Canada,"British Columbia",Nanaimo,"Nanaimo, British Columbia, Canada",New,150,0,0,150,0,7.5,157.5
2021-09-17,4051016089776,12991786156208,order,,"Medical Snuggie",L,3,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,123.72,0,0,123.72,0,6.19,129.91
2021-09-18,4052151959728,12995145760944,order,,"Medical Snuggie",M1,1,Canada,"British Columbia","Saltspring island","Saltspring island, British Columbia, Canada",New,31.99,0,0,31.99,0,1.6,33.59
2021-09-18,4052234797232,12995353936048,order,,,,0,Canada,"British Columbia",Burnaby,"Burnaby, British Columbia, Canada",New,0,0,0,0,0,0,0
2021-09-18,4052151959728,12995145793712,order,,,,0,Canada,"British Columbia","Saltspring island","Saltspring island, British Columbia, Canada",New,0,0,0,0,0,0,0
2021-09-18,4052234797232,12995353903280,order,,"Trench Coat",M2,1,Canada,"British Columbia",Burnaby,"Burnaby, British Columbia, Canada",New,73.99,0,0,73.99,0,3.7,77.69
2021-09-18,4052151959728,12995145728176,order,,"Medical Snuggie",M2,1,Canada,"British Columbia","Saltspring island","Saltspring island, British Columbia, Canada",New,37.19,0,0,37.19,0,1.86,39.05
2021-09-20,4056530256048,13006858846384,order,,"Clinic Custom Order",XL,4,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,90.4,0,0,90.4,0,11.75,102.15
2021-09-20,4056530256048,13006858879152,order,,"Clinic Custom Order",L,4,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,82.6,0,0,82.6,0,10.74,93.34
2021-09-20,4056530256048,13006858780848,order,,"Clinic Custom Order",M1,1,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,15.99,0,0,15.99,0,2.08,18.07
2021-09-20,4056530256048,13006858813616,order,,"Clinic Custom Order",M2,1,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,18.59,0,0,18.59,0,2.42,21.01
2021-09-20,4056530256048,13006858911920,order,,,,0,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-09-22,4062383636656,13026007089328,order,,"Clinic Custom Order",L,1,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,20.65,0,0,20.65,0,2.68,23.33
2021-09-22,4062383636656,13026007253168,order,,,,0,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-09-22,4062383636656,13026007154864,order,,"Clinic Custom Order",M1,2,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,31.98,0,0,31.98,0,4.16,36.14
2021-09-22,4062383636656,13026007122096,order,,"Clinic Custom Order",M2,2,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,37.18,0,0,37.18,0,4.83,42.01
2021-09-22,4062383636656,13026007056560,order,,"Clinic Custom Order",XL,1,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,22.6,0,0,22.6,0,2.94,25.54
2021-09-22,4062911922352,13027687399600,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,90.99,-27.29,0,63.7,0,8.28,71.98
2021-09-22,4062383636656,13026007187632,order,,"Clinic Custom Order",S,5,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,68.25,0,0,68.25,0,8.87,77.12
2021-09-22,4062911922352,13027687432368,order,,,,0,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,0,0,0,0,0,0,0
2021-09-22,4062383636656,13026007220400,order,,"Clinic Custom Order",XS,5,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",Returning,59.95,0,0,59.95,0,7.79,67.74
2021-09-23,4064350175408,13032036827312,order,Clothing,"3 Season Heated Coat",S,1,Canada,Ontario,Stratford,"Stratford, Ontario, Canada",New,182.99,0,0,182.99,0,23.79,206.78
2021-09-23,4064350175408,13032036860080,order,,,,0,Canada,Ontario,Stratford,"Stratford, Ontario, Canada",New,0,0,0,0,0,0,0
2021-09-24,4068035231920,13045118763184,order,,,,0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-09-24,4069164908720,13048573001904,order,,"Trench Coat",L,1,Canada,"British Columbia",Surrey,"Surrey, British Columbia, Canada",New,76.49,-11.47,0,65.02,0,3.25,68.27
2021-09-24,4069164908720,13048573034672,order,,,,0,Canada,"British Columbia",Surrey,"Surrey, British Columbia, Canada",New,0,0,0,0,0,0,0
2021-09-24,4068683972784,13047076815024,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,Canada,Quebec,Repentigny,"Repentigny, Quebec, Canada",New,82.99,0,0,82.99,0,4.15,87.14
2021-09-24,4068035231920,13045118697648,order,,"Clinic Custom Order",S,4,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,54.6,0,0,54.6,0,7.1,61.7
2021-09-24,4068683972784,13047076847792,order,,,,0,Canada,Quebec,Repentigny,"Repentigny, Quebec, Canada",New,0,0,0,0,0,0,0
2021-09-24,4068035231920,13045118730416,order,,"Clinic Custom Order",XS,6,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,71.94,0,0,71.94,0,9.35,81.29
2021-09-26,4072360673456,13057321369776,order,,"Medical Snuggie",L,1,Canada,Ontario,"Stoney Creek","Stoney Creek, Ontario, Canada",New,41.24,0,0,41.24,0,5.36,46.6
2021-09-26,4072360673456,13057321402544,order,,,,0,Canada,Ontario,"Stoney Creek","Stoney Creek, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-09-30,4079979856048,13080182685872,order,,"Clinic Custom Order",XS,5,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,59.95,0,0,59.95,0,0,59.95
2021-09-30,4079880569008,13079861625008,order,,"Clinic Custom Order",S,4,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,54.6,0,0,54.6,0,7.1,61.7
2021-09-30,4079880569008,13079861559472,order,,"Clinic Custom Order",M1,10,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,159.9,0,0,159.9,0,20.79,180.69
2021-09-30,4079880569008,13079861657776,order,,"Clinic Custom Order",XS,3,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,35.97,0,0,35.97,0,4.68,40.65
2021-09-30,4079880569008,13079861690544,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-09-30,4079880569008,13079861461168,order,,"Clinic Custom Order",M2,3,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,55.77,0,0,55.77,0,7.25,63.02
2021-09-30,4079369388208,13078211100848,order,,"Medical Snuggie",XS,1,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,23.99,0,0,23.99,0,3.12,27.11
2021-09-30,4079979856048,13080182718640,order,,,,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,0,0,19.99,0,19.99
2021-09-30,4079979856048,13080182653104,order,,"Clinic Custom Order",M1,5,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,79.95,0,0,79.95,0,0,79.95
2021-09-30,4079369388208,13078211133616,order,,,,0,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-10-01,4081884135600,13085758718128,order,,Hoodie,S,1,Canada,Ontario,Waterloo,"Waterloo, Ontario, Canada",New,49.99,0,0,49.99,0,6.5,56.49
2021-10-01,4079979856048,13086998462640,return,,"Clinic Custom Order",XS,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,-59.95,-59.95,0,0,-59.95
2021-10-01,4082627870896,13087975309488,order,,"Medical Snuggie",M1,5,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,159.95,0,0,159.95,0,20.79,180.74
2021-10-01,4082627870896,13087975342256,order,,"Medical Snuggie",S,4,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,109.16,0,0,109.16,0,14.19,123.35
2021-10-01,4079979856048,18964717404336,return,,,,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,0,0,-19.99,0,-19.99
2021-10-01,4079979856048,13086998429872,return,,,,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,0,0,-19.99,0,-19.99
2021-10-01,4082627870896,13087975407792,order,,,,0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-01,4081884135600,13085758750896,order,,,,0,Canada,Ontario,Waterloo,"Waterloo, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-01,4079979856048,13086998495408,return,,"Clinic Custom Order",M1,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,-79.95,-79.95,0,0,-79.95
2021-10-01,4082117509296,13086437671088,order,,,,0,Canada,Ontario,Belleville,"Belleville, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-10-01,4082627870896,13087975276720,order,,"Medical Snuggie",XS,1,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,23.99,0,0,23.99,0,3.12,27.11
2021-10-01,4079979856048,18964717371568,return,,,,0,"United States","New Jersey","West Orange","West Orange, New Jersey, United States",Returning,0,0,0,0,19.99,0,19.99
2021-10-01,4082117509296,13086437638320,order,,"Medical Snuggie",L,1,Canada,Ontario,Belleville,"Belleville, Ontario, Canada",New,41.24,0,0,41.24,0,5.36,46.6
2021-10-02,4082627870896,13091291955376,return,,,,0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,0,0,-165.61,-165.61,0,0,-165.61
2021-10-03,4086256631984,13098142040240,order,,"Trench Coat",M2,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,73.99,-11.09,0,62.9,0,8.18,71.08
2021-10-03,4086256631984,13098142073008,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-05,4091060584624,13110793240752,order,,"Clinic Custom Order",XL,3,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,67.8,0,0,67.8,0,8.81,76.61
2021-10-05,4091060584624,13110793339056,order,,"Clinic Custom Order",M1,7,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,111.93,0,0,111.93,0,14.55,126.48
2021-10-05,4091060584624,13110793306288,order,,"Clinic Custom Order",M2,7,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,130.13,0,0,130.13,0,16.92,147.05
2021-10-05,4091060584624,13110793273520,order,,"Clinic Custom Order",L,4,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,82.6,0,0,82.6,0,10.74,93.34
2021-10-05,4091060584624,13110793371824,order,,,,0,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-06,4093593125040,13118109810864,order,,"Clinic Custom Order",M1,4,Canada,Ontario,"Owen Sound","Owen Sound, Ontario, Canada",Returning,63.96,0,0,63.96,0,8.31,72.27
2021-10-06,4093478797488,13117799334064,order,,"Clinic Custom Order",L,4,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,82.6,0,0,82.6,0,4.13,86.73
2021-10-06,4093624058032,13118200414384,order,,,,0,Canada,Ontario,Kingston,"Kingston, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-06,4093593125040,13118109876400,order,,,,0,Canada,Ontario,"Owen Sound","Owen Sound, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-06,4093624058032,13118200381616,order,Clothing,"High-Top Boots",,2,Canada,Ontario,Kingston,"Kingston, Ontario, Canada",New,181.98,-45.49,0,136.49,0,17.74,154.23
2021-10-06,4093478797488,13117799301296,order,,"Clinic Custom Order",XS,2,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,23.98,0,0,23.98,0,1.2,25.18
2021-10-06,4093478797488,13117799366832,order,,"Clinic Custom Order",M2,6,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,111.54,0,0,111.54,0,5.58,117.12
2021-10-06,4093593125040,13118109843632,order,,"Clinic Custom Order",S,7,Canada,Ontario,"Owen Sound","Owen Sound, Ontario, Canada",Returning,95.55,0,0,95.55,0,12.42,107.97
2021-10-06,4093478797488,13117799399600,order,,,,0,Canada,"British Columbia",Kelowna,"Kelowna, British Columbia, Canada",Returning,0,0,0,0,0,0,0
2021-10-07,4095813157040,13124956356784,order,,,,0,"United States",Washington,Everett,"Everett, Washington, United States",New,0,0,0,0,19.99,0,19.99
2021-10-07,4096389972144,13126737887408,order,,,,0,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,0,0,0,0,5.99,0.3,6.29
2021-10-07,4095813157040,13124956291248,order,Clothing,"3 Season Heated Coat",M1,1,"United States",Washington,Everett,"Everett, Washington, United States",New,196.99,0,0,196.99,0,0,196.99
2021-10-07,4096389972144,13126737854640,order,,"Medical Snuggie",M1,1,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,31.99,0,0,31.99,0,1.6,33.59
2021-10-08,4097710260400,13130589438128,order,,"Medical Snuggie",S,1,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",New,27.29,0,0,27.29,0,3.55,30.84
2021-10-08,4097710260400,13130589470896,order,,,,0,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-10-09,4099376971952,13135495332016,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,"United States",Illinois,Champaign,"Champaign, Illinois, United States",New,82.99,0,0,82.99,0,0,82.99
2021-10-09,4099376971952,13135495364784,order,Clothing,"3 Season Heated Coat",S,1,"United States",Illinois,Champaign,"Champaign, Illinois, United States",New,182.99,0,0,182.99,0,0,182.99
2021-10-09,4098717089968,13133560971440,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,86.99,0,0,86.99,0,11.31,98.3
2021-10-09,4098717089968,13133560938672,order,Clothing,"3 Season Heated Coat",M2,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,205.99,0,0,205.99,0,26.78,232.77
2021-10-09,4098717089968,13133561004208,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-09,4098717089968,13134408089776,return,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,-50,-50,0,0,-50
2021-10-09,4099376971952,13135495397552,order,,,,0,"United States",Illinois,Champaign,"Champaign, Illinois, United States",New,0,0,0,0,19.99,0,19.99
2021-10-10,4101641535664,13141901410480,order,,Hoodie,M1,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,54.99,-8.24,0,46.75,0,6.08,52.83
2021-10-10,4101641535664,13141901443248,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-10,4086256631984,13139273089200,return,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,-14.1,-14.1,0,0,-14.1
2021-10-12,4104152481968,13149551296688,order,,"Clinic Custom Order",M2,1,Canada,Ontario,"Richmond Hill","Richmond Hill, Ontario, Canada",New,18.59,0,0,18.59,0,2.42,21.01
2021-10-12,4104602714288,13150926143664,order,,"Clinic Custom Order",XL,3,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,67.8,0,0,67.8,0,8.81,76.61
2021-10-12,4104665890992,13151106760880,order,,"Clinic Custom Order",XS,4,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,47.96,0,0,47.96,0,6.23,54.19
2021-10-12,4104306950320,13150003724464,order,,"Clinic Custom Order",S,5,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",Returning,68.25,0,0,68.25,0,8.87,77.12
2021-10-12,4104602714288,13150926241968,order,,"Clinic Custom Order",M1,2,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,31.98,0,0,31.98,0,4.16,36.14
2021-10-12,4104152481968,13149551263920,order,,"Clinic Custom Order",XS,1,Canada,Ontario,"Richmond Hill","Richmond Hill, Ontario, Canada",New,11.99,0,0,11.99,0,1.56,13.55
2021-10-12,4104580399280,13150857199792,order,,,,0,Canada,Ontario,"Waterloo ","Waterloo , Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-12,4105297363120,13153115209904,order,,,,0,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,0,0,0,0,5.99,0.3,6.29
2021-10-12,4104306950320,13150003626160,order,,"Clinic Custom Order",L,2,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",Returning,41.3,0,0,41.3,0,5.37,46.67
2021-10-12,4104665890992,13151106662576,order,,"Clinic Custom Order",L,1,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,20.65,0,0,20.65,0,2.68,23.33
2021-10-12,4104665890992,13151106793648,order,,,,0,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-12,4104306950320,13150003658928,order,,"Clinic Custom Order",M2,2,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",Returning,37.18,0,0,37.18,0,4.83,42.01
2021-10-12,4105297363120,13153115177136,order,,"Medical Snuggie",L,1,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",New,41.24,0,0,41.24,0,2.06,43.3
2021-10-12,4104602714288,13150926176432,order,,"Clinic Custom Order",L,6,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,123.9,0,0,123.9,0,16.11,140.01
2021-10-12,4104665890992,13151106728112,order,,"Clinic Custom Order",S,2,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,27.3,0,0,27.3,0,3.55,30.85
2021-10-12,4104665890992,13151106629808,order,,"Clinic Custom Order",XL,1,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,22.6,0,0,22.6,0,2.94,25.54
2021-10-12,4104580399280,13150857167024,order,,Hoodie,M1,1,Canada,Ontario,"Waterloo ","Waterloo , Ontario, Canada",Returning,54.99,0,0,54.99,0,7.15,62.14
2021-10-12,4104665890992,13151106695344,order,,"Clinic Custom Order",M2,2,Canada,Ontario,Richmond,"Richmond, Ontario, Canada",Returning,37.18,0,0,37.18,0,4.83,42.01
2021-10-12,4104602714288,13150926307504,order,,"Clinic Custom Order",XS,1,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,11.99,0,0,11.99,0,1.56,13.55
2021-10-12,4104152481968,13149551329456,order,,"Clinic Custom Order",M1,3,Canada,Ontario,"Richmond Hill","Richmond Hill, Ontario, Canada",New,47.97,0,0,47.97,0,6.24,54.21
2021-10-12,4104306950320,13150003691696,order,,"Clinic Custom Order",M1,2,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",Returning,31.98,0,0,31.98,0,4.16,36.14
2021-10-12,4104306950320,13150003757232,order,,,,0,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-12,4104152481968,13149551362224,order,,"Clinic Custom Order",S,5,Canada,Ontario,"Richmond Hill","Richmond Hill, Ontario, Canada",New,68.25,0,0,68.25,0,8.87,77.12
2021-10-12,4104152481968,13149551394992,order,,,,0,Canada,Ontario,"Richmond Hill","Richmond Hill, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-12,4104602714288,13150926340272,order,,,,0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-12,4104602714288,13150926209200,order,,"Clinic Custom Order",M2,6,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,111.54,0,0,111.54,0,14.5,126.04
2021-10-12,4104602714288,13150926274736,order,,"Clinic Custom Order",S,6,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,81.9,0,0,81.9,0,10.65,92.55
2021-10-13,4107691360432,13162292740272,order,,,,0,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",Returning,0,0,0,0,5.99,0.3,6.29
2021-10-13,4107691360432,13162292674736,order,,"Medical Snuggie",M2,1,Canada,"British Columbia",Victoria,"Victoria, British Columbia, Canada",Returning,37.19,0,0,37.19,0,1.86,39.05
2021-10-13,4109199376560,13167736684720,order,,,,0,"United States",California,Indio,"Indio, California, United States",New,0,0,0,0,19.99,0,19.99
2021-10-13,4109199376560,13167736651952,order,,Hoodie,XL,1,"United States",California,Indio,"Indio, California, United States",New,74.99,-11.24,0,63.75,0,0,63.75
2021-10-14,4111147991216,13173940650160,order,,"Medical Snuggie",M2,2,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,74.38,0,0,74.38,0,9.67,84.05
2021-10-14,4111147991216,13173940682928,order,,"Medical Snuggie",M1,2,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,63.98,0,0,63.98,0,8.32,72.3
2021-10-14,4111147991216,13173940617392,order,,"Medical Snuggie",L,2,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,82.48,0,0,82.48,0,10.72,93.2
2021-10-14,4111147991216,13173940715696,order,,,,0,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-14,4111147991216,13173940584624,order,,"Medical Snuggie",S,2,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,54.58,0,0,54.58,0,7.1,61.68
2021-10-15,4113115644080,13180215361712,order,,,,0,Canada,"Northwest Territories",Yellowknife,"Yellowknife, Northwest Territories, Canada",New,0,0,0,0,0,0,0
2021-10-15,4111147991216,13177024250032,return,,,,0,Canada,Ontario,Innisfil,"Innisfil, Ontario, Canada",New,0,0,-127.55,-127.55,0,0,-127.55
2021-10-15,4113115644080,13180215328944,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,Canada,"Northwest Territories",Yellowknife,"Yellowknife, Northwest Territories, Canada",New,82.99,0,0,82.99,0,4.15,87.14
2021-10-16,4115794919600,13188313907376,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-10-16,4115523502256,13187511812272,order,,,,0,"United States","New York","New York","New York, New York, United States",New,0,0,0,0,0,0,0
2021-10-16,4115523502256,13187511779504,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,"United States","New York","New York","New York, New York, United States",New,82.99,0,0,82.99,0,4.15,87.14
2021-10-16,4115794919600,13188313874608,order,,"Medical Snuggie",M2,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,37.19,0,0,37.19,0,4.83,42.02
2021-10-17,4116565098672,13190481150128,order,,,,0,Canada,Ontario,Stratford,"Stratford, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-17,4093624058032,13191755956400,return,Clothing,"High-Top Boots",,0,Canada,Ontario,Kingston,"Kingston, Ontario, Canada",New,0,0,-136.49,-136.49,0,-17.74,-154.23
2021-10-17,4116565098672,13190481117360,order,Clothing,"3 Season Heated Coat",XS,1,Canada,Ontario,Stratford,"Stratford, Ontario, Canada",Returning,175.99,0,0,175.99,0,22.88,198.87
2021-10-18,4119018635440,13197773832368,order,,,,0,Canada,Ontario,Shelburne,"Shelburne, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-18,4118106996912,13194998874288,order,,Hoodie,XL,1,"United States",Ohio,Gahanna,"Gahanna, Ohio, United States",New,74.99,0,0,74.99,0,0,74.99
2021-10-18,4119018635440,13197773799600,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Shelburne,"Shelburne, Ontario, Canada",New,86.99,0,0,86.99,0,11.31,98.3
2021-10-18,4118106996912,13194998907056,order,,,,0,"United States",Ohio,Gahanna,"Gahanna, Ohio, United States",New,0,0,0,0,19.99,0,19.99
2021-10-19,4121196003504,13204880195760,order,,,,0,"United States",Maryland,"Montgomery Village","Montgomery Village, Maryland, United States",New,0,0,0,0,19.99,0,19.99
2021-10-19,4121357254832,13205438660784,order,,,,0,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2021-10-19,4120155848880,13201268867248,order,,Hoodie,XS,1,"United States",Pennsylvania,Honesdale,"Honesdale, Pennsylvania, United States",New,44.99,-6.75,0,38.24,0,0,38.24
2021-10-19,4120155848880,13201268900016,order,,Hoodie,L,1,"United States",Pennsylvania,Honesdale,"Honesdale, Pennsylvania, United States",New,69.99,-10.49,0,59.5,0,0,59.5
2021-10-19,4121357254832,13205438628016,order,,"Medical Snuggie",XS,1,Canada,Ontario,Guelph,"Guelph, Ontario, Canada",New,23.99,0,0,23.99,0,3.12,27.11
2021-10-19,4121196003504,13204880162992,order,,Hoodie,L,1,"United States",Maryland,"Montgomery Village","Montgomery Village, Maryland, United States",New,69.99,0,0,69.99,0,0,69.99
2021-10-19,4120342888624,13201833590960,order,Clothing,"DOGORA Clinic Starter Kit","Starter Kit",1,Canada,Ontario,Severn,"Severn, Ontario, Canada",New,150,0,0,150,0,19.5,169.5
2021-10-19,4120342888624,13201833623728,order,,,,0,Canada,Ontario,Severn,"Severn, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-19,4120155848880,13201268965552,order,,,,0,"United States",Pennsylvania,Honesdale,"Honesdale, Pennsylvania, United States",New,0,0,0,0,19.99,0,19.99
2021-10-20,4123160805552,13211364655280,order,,"Clinic Custom Order",S,6,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,81.9,0,0,81.9,0,10.65,92.55
2021-10-20,4122938507440,13210642088112,order,,,,0,Canada,Ontario,Cambridge,"Cambridge, Ontario, Canada",Returning,0,0,0,0,0,0,0
2021-10-20,4122938507440,13210641957040,order,,"Clinic Custom Order",L,4,Canada,Ontario,Cambridge,"Cambridge, Ontario, Canada",Returning,82.6,0,0,82.6,0,10.74,93.34
2021-10-20,4123531575472,13212574941360,order,,,,0,Canada,Ontario,Whitby,"Whitby, Ontario, Canada",New,0,0,0,0,0,0,0
2021-10-20,4122938507440,13210641989808,order,,"Clinic Custom Order",M2,6,Canada,Ontario,Cambridge,"Cambridge, Ontario, Canada",Returning,111.54,0,0,111.54,0,14.5,126.04
2021-10-20,4123160805552,13211364622512,order,,"Clinic Custom Order",M2,2,Canada,Ontario,Fonthill,"Fonthill, Ontario, Canada",Returning,37.18,0,0,37.18,0,4.83,42.01
